,id,title,vote_average,vote_count,year,soup
2627,133575,the velocity of gary,4.2,5.0,1999,vincentd'onofrio salmahayek thomasjane danireland danireland danireland Drama Romance
2628,620,ghostbusters,7.3,2431.0,1984,mytholog loser slime supernaturalpow nerd environmentalprotectionag hybrid possess newyorkcitytwintow haunt gatekeep giantmonst paranormalphenomena receptionist ghost duringcreditssting billmurray danaykroyd sigourneyweaver ivanreitman ivanreitman ivanreitman Comedy Fantasy
2629,2978,ghostbusters ii,6.3,1131.0,1989,slime ghostbust productplac reincarn paint crudehumor scream singlemoth oldflam courtroom bookstor chryslerbuild revolvingdoor billmurray danaykroyd sigourneyweaver ivanreitman ivanreitman ivanreitman Comedy Fantasy
2630,10490,drop dead gorgeous,6.5,88.0,1999,minnesota motherrol beautycontest hicktown evilmoth motherdaughterrelationship envi prettywoman kirstendunst ellenbarkin deniserichards michaelpatrickjann michaelpatrickjann michaelpatrickjann Comedy
2631,11618,the haunting,5.2,374.0,1999,basedonnovel trauma castl hauntedhous insomnia bone poster paint remak haunt spiralstaircas evil loner research logbook liamneeson catherinezeta-jones owenwilson jandebont jandebont jandebont Horror Thriller Fantasy Mystery
2632,332,inspector gadget,4.3,322.0,1999,matthewbroderick ruperteverett joelyfisher davidkellogg davidkellogg davidkellogg Action Adventure Comedy Family
2633,1812,trick,6.7,24.0,1999,gay dragqueen screenwrit one-nightstand stripper independentfilm gayrelationship newyorkc torispelling christiancampbell johnpaulpitoc jimfall jimfall jimfall Comedy Romance
2634,8914,deep blue sea,5.6,616.0,1999,sharkattack shark alzheimer'sdiseas killershark noopeningcredit thomasjane saffronburrows llcoolj rennyharlin rennyharlin rennyharlin Action Science Fiction Thriller
2635,9824,mystery men,5.7,255.0,1999,bowl hostag sphinx train insaneasylum tool frankenstein casanova superhero basedoncom independentfilm comedi spoof skull shovel disco superherospoof invisibleman darkhorsecom invis bowlingbal evilgenius benstiller geoffreyrush claireforlani kinkausher kinkausher kinkausher Adventure Fantasy Action Comedy Science Fiction
2636,4806,runaway bride,5.8,472.0,1999,smalltown self-discoveri justmarri report wed relationship juliaroberts richardgere joancusack garrymarshall garrymarshall garrymarshall Comedy Romance
2637,33430,twin falls idaho,7.1,12.0,1999,independentfilm markpolish michaelpolish michelehicks michaelpolish michaelpolish michaelpolish Drama Romance
2638,247,the killing,7.7,290.0,1956,corrupt adulteri robberi horserac wifehusbandrelationship secret wayoflif sniper ex-detaine marriagecrisi femmefatal bagofmoney crime classicnoir sterlinghayden coleengray vinceedwards stanleykubrick stanleykubrick stanleykubrick Drama Action Thriller Crime
2639,10056,killer's kiss,6.2,101.0,1955,newyork womanbetweentwomen hoodlum franksilvera jamiesmith irenekane stanleykubrick stanleykubrick stanleykubrick Crime Drama Thriller
2640,967,spartacus,7.3,472.0,1960,gladiat romanempir slaveri insurg ancientrom tortur ancientworld slave juliuscaesar kirkdouglas laurenceolivier jeansimmons stanleykubrick stanleykubrick stanleykubrick Action Drama History
2641,802,lolita,7.3,409.0,1962,sexualobsess hotel depress lossofmoth smalltown flirt midlifecrisi erotic youngster lolita motel diari seduct forbiddenlov professorforliteratur provoc fascin one-sidedlov widow adoptivefath lossofhusband summercamp secretlov jamesmason suelyon shelleywinters stanleykubrick stanleykubrick stanleykubrick Drama Romance
2642,3175,barry lyndon,7.7,521.0,1975,palac britisharmi fenc epic debt ireland britishsoldi nobil ryano'neal marisaberenson hardykrüger stanleykubrick stanleykubrick stanleykubrick Drama Romance War
2643,147,the 400 blows,8.0,363.0,1959,fondl independentfilm nouvellevagu fingerprint jean-pierreléaud clairemaurier albertrémy françoistruffaut françoistruffaut françoistruffaut Drama
2644,1628,jules and jim,7.6,163.0,1962,prostitut adulteri basedonnovel jealousi musician french marriag friendship war love tragedi nouvellevagu triangl jeannemoreau oskarwerner henriserre françoistruffaut françoistruffaut françoistruffaut Drama Romance
2645,21185,vibes,6.0,10.0,1988,psychokinesi psychicpow jeffgoldblum cyndilauper peterfalk kenkwapis kenkwapis kenkwapis Romance Action Comedy
2646,11120,the mosquito coast,6.3,126.0,1986,paradis livingtogeth power govern exit ideal idealist natur emigr harrisonford helenmirren riverphoenix peterweir peterweir peterweir Adventure Drama
2647,10136,the golden child,5.6,311.0,1986,monk socialwork wretch tibet demon evil missingperson mystic reluctanthero eddiemurphy charlesdance charlottelewis michaelritchie michaelritchie michaelritchie Action Adventure Comedy
2648,32060,brighton beach memoirs,6.2,20.0,1986,jonathansilverman blythedanner staceyglick genesaks genesaks genesaks Comedy Drama Romance
2650,48259,crimes of the heart,6.0,17.0,1986,sistersisterrelationship reunion dianekeaton jessicalange sissyspacek bruceberesford bruceberesford bruceberesford Drama Family
2651,873,the color purple,7.7,345.0,1985,prison africa southernusa rape blackpeopl sistersisterrelationship jazz violentfath violenthusband empower adopt jazzmusician letter incest whoopigoldberg margaretavery dannyglover stevenspielberg stevenspielberg stevenspielberg Drama
2653,26789,no mercy,5.7,38.0,1986,sex louisiana vigilant reveng murder violenc neo-noir richardgere kimbasinger jeroenkrabbé richardpearce richardpearce richardpearce Action Crime Thriller
2657,11416,the mission,7.1,295.0,1986,christian mission colonis southamerica spanish 18thcenturi indigenouspeopl jesuitpriest robertdeniro jeremyirons raymcanally rolandjoffé rolandjoffé rolandjoffé Adventure Drama Action History
2658,10776,little shop of horrors,6.7,389.0,1986,flower solareclips florist assist plant success aggressionbypl investig nerd blond carnivorouspl remak crush basedonplayormus motorcycl eclips partanim dentist bum killerpl basedonmovi cultclass maneatingpl rickmoranis ellengreene vincentgardenia frankoz frankoz frankoz Horror Comedy Music
2659,24452,the little shop of horrors,6.2,78.0,1960,aggressionbypl killerpl maneatingpl jackiejoseph melwelles jacknicholson rogercorman rogercorman rogercorman Comedy
2660,9710,allan quatermain and the lost city of gold,4.6,70.0,1986,brotherbrotherrelationship africa riddl gold treasur treasurehunt archaeologist missingperson archeology  allanquatermain richardchamberlain sharonstone jamesearljones garynelson garynelson garynelson Action Adventure Comedy
2661,31924,the morning after,5.9,22.0,1986,blackout alcoholabus janefonda jeffbridges raúljuliá sidneylumet sidneylumet sidneylumet Crime Drama Mystery Thriller
2662,30890,radio days,7.0,131.0,1987,beach taxidriv worldwarii radio coneyisland independentfilm workingclass binocular woodyallen miafarrow jeffdaniels woodyallen woodyallen woodyallen Comedy Drama
2663,24081,from the hip,5.8,12.0,1987,elizabethperkins johnhurt darrenmcgavin bobclark bobclark bobclark Comedy Drama
2664,20242,outrageous fortune,5.6,32.0,1987,shelleylong bettemidler petercoyote arthurhiller arthurhiller arthurhiller Action Comedy Mystery
2665,39074,the bedroom window,6.2,20.0,1987,cheatingwif hitchcockian steveguttenberg elizabethmcgovern isabellehuppert curtishanson curtishanson curtishanson Crime Thriller Mystery
2666,66194,deadtime stories,4.6,7.0,1986,witch cemeteri monster babysitt fairytal independentfilm surpriseend impal werewolf cultfilm scottvalentine nicolepicard mattmitler jefferydelman jefferydelman jefferydelman Horror Thriller
2667,2115,light of day,5.4,10.0,1987,brothersisterrelationship cleveland music rock cancer motherdaughterrelationship conflict michaelj.fox genarowlands joanjett paulschrader paulschrader paulschrader Music Drama
2669,3526,frances,7.1,24.0,1982,wrongaccus biographi insan evilmoth basedontruestori psychiatrichospit hollywood wrongfulimprison lostlov wrongfularrest wrongfulconvict wrongdiagnosi movieactress lobotomi jessicalange kimstanley samshepard graemeclifford graemeclifford graemeclifford Drama
2670,41166,plenty,5.9,8.0,1985,merylstreep traceyullman johngielgud fredschepisi fredschepisi fredschepisi Drama Romance
2671,16406,dick,5.7,67.0,1999,richardnixon thewhitehous kirstendunst michellewilliams willferrell andrewfleming andrewfleming andrewfleming Comedy
2673,10386,the iron giant,7.6,1470.0,1999,coldwar friendship giantrobot sittingonatoilet 1950s laxat elimarienthal jenniferaniston vindiesel bradbird bradbird bradbird Adventure Animation Family Fantasy Science Fiction
2674,745,the sixth sense,7.7,3223.0,1999,childabus senseofguilt lossofchild confid psycholog dyinganddeath marriagecrisi afterlif singl paranormalphenomena cowardli child spirit brucewillis tonicollette oliviawilliams m.nightshyamalan m.nightshyamalan m.nightshyamalan Mystery Thriller Drama
2675,913,the thomas crown affair,6.7,349.0,1999,martiniqu insuranceag stolenpaint piercebrosnan renerusso denisleary johnmctiernan johnmctiernan johnmctiernan Drama Crime Romance
2676,912,the thomas crown affair,6.9,95.0,1968,inlovewithenemi hold-uprobberi boredom insurancesalesman businessman insurancefraud plan heist theft millionair stevemcqueen fayedunaway paulburke normanjewison normanjewison normanjewison Romance Crime Thriller Drama
2678,67323,the adventures of sebastian cole,6.5,2.0,1998,adriangrenier clarkgregg aleksapalladino todwilliams todwilliams todwilliams Drama Comedy
2679,91076,illuminata,6.3,7.0,1998,playwright critic theater johnturturro christopherwalken susansarandon johnturturro johnturturro johnturturro Drama
2681,19457,the yards,6.0,98.0,2000,corrupt subway crimin markwahlberg joaquinphoenix charlizetheron jamesgray jamesgray jamesgray Drama Action Thriller Crime
2682,11353,bowfinger,6.0,258.0,1999,filmproduc filmdirector moviestudio hollywood filmmak movieactress stevemartin eddiemurphy heathergraham frankoz frankoz frankoz Comedy
2683,17707,brokedown palace,6.2,115.0,1999,holiday prison thailand drug injustic clairedanes katebeckinsale billpullman jonathankaplan jonathankaplan jonathankaplan Drama Thriller
2684,9781,detroit rock city,6.7,102.0,1999,parentchildrelationship kiss independentfilm youth drug detroit giuseppeandrews jamesdebello edwardfurlong adamrifkin adamrifkin adamrifkin Comedy Music
2686,18212,better than chocolate,6.4,25.0,1999,femalenud transsexu canada erotic comingout music lesbianrelationship lesbian transgend lesbiansex lgbt vancouv womandirector karyndwyer christinacox wendycrewson annewheeler annewheeler annewheeler Drama Romance
2687,13817,head on,5.8,18.0,1998,gay femalenud bisexu drugscen independentfilm drug womandirector alexdimitriades paulcapsis juliangarner anakokkinos anakokkinos anakokkinos Drama
2688,126996,marcello mastroianni: i remember,5.5,2.0,1997,womandirector marcellomastroianni renatoberta manoeldeoliveira annamariatatò annamariatatò annamariatatò Documentary
2691,12185,heaven can wait,6.4,84.0,1978,americanfootbal sport afterlif warrenbeatty juliechristie jamesmason warrenbeatty warrenbeatty warrenbeatty Fantasy Drama Comedy Romance
2692,29056,the raven,6.3,56.0,1963,vincentprice peterlorre boriskarloff rogercorman rogercorman rogercorman Comedy Fantasy Horror
2693,26857,the tingler,6.4,34.0,1959,autopsi blackandwhit vincentprice judithevelyn darrylhickman williamcastle williamcastle williamcastle Horror
2694,28501,the pit and the pendulum,6.9,67.0,1961,inquisit spain castl supernatur insan buriedal gothichorror secretdoor cultfilm mad flashback vincentprice johnkerr barbarasteele rogercorman rogercorman rogercorman Fantasy Horror Drama
2695,29030,the tomb of ligeia,5.8,43.0,1964,cat edgarallanpo blackcat tomb vincentprice elizabethshepherd johnwestbrook rogercorman rogercorman rogercorman Horror Drama
2696,25319,the masque of the red death,6.6,62.0,1964,sacrific princ castl satan villag reveng murder tragicvillain massacr middleag edgarallanpo evilprinc satanicritu plagu medievaltim vincentprice hazelcourt janeasher rogercorman rogercorman rogercorman Drama Horror
2698,24103,haunted honeymoon,5.4,45.0,1986,radioprogram genewilder gildaradner domdeluise genewilder genewilder genewilder Comedy Horror Music
2699,10552,cat's eye,5.9,140.0,1985,smoke cat menac antholog drewbarrymore jameswoods alanking lewisteague lewisteague lewisteague Comedy Thriller Horror
2700,9267,and now for something completely different,7.1,139.0,1971,blackmail humor stupid comedi basedontvseri spoof musicalnumb montypython physicalcomedi footrac obstaclecours anarchiccomedi grahamchapman johncleese terrygilliam ianmacnaughton ianmacnaughton ianmacnaughton Comedy
2701,10766,damien: omen ii,6.1,170.0,1978,propheci secretident devil'sson anti-christ occult williamholden leegrant jonathanscott-taylor dontaylor dontaylor dontaylor Action Drama Horror Thriller
2702,10768,omen iii: the final conflict,5.5,132.0,1981,londonengland ambassador devil'sson anti-christ demon samneill rossanobrazzi dongordon grahambaker grahambaker grahambaker Drama Horror Thriller
2703,813,airplane!,7.1,1104.0,1980,chicago alcohol cataclysm guitar medicin taxidriv passeng saxophon stewardess pilot airplan fearoffli aircontrol land autopilot kiss spoof losangel alcoholabus aftercreditssting anarchiccomedi roberthays juliehagerty kareemabdul-jabbar jimabrahams jimabrahams jimabrahams Comedy
2704,2665,airplane ii: the sequel,6.0,276.0,1982,moon spacemarin coffe spacetravel spoof bombplant aftercreditssting anarchiccomedi roberthays juliehagerty lloydbridges kenfinkleman kenfinkleman kenfinkleman Comedy
2705,9406,an american werewolf in paris,5.3,154.0,1997,pari meat cowardli animalhorror tomeverettscott juliedelpy vincevieluf anthonywaller anthonywaller anthonywaller Horror Comedy
2706,11418,national lampoon’s european vacation,6.0,232.0,1985,londonengland gameshow chao travel familyvac eiffeltowerpari marriageproblem womandirector chevychase beverlyd'angelo danahill amyheckerling amyheckerling amyheckerling Adventure Comedy Romance
2707,11153,national lampoon's vacation,7.1,412.0,1983,usa relat familyvac familyholiday duringcreditssting chevychase beverlyd'angelo imogenecoca haroldramis haroldramis haroldramis Comedy Adventure Romance
2708,14170,funny farm,6.0,74.0,1988,slapstick citycountrycontrast chevychase madolynsmithosborne kevino'morrison georgeroyhill georgeroyhill georgeroyhill Comedy
2709,2280,big,6.9,1022.0,1988,basebal co-work bronx pinballmachin toymak newtoy womandirector tomhanks elizabethperkins robertloggia pennymarshall pennymarshall pennymarshall Fantasy Drama Comedy Romance Family
2710,11077,problem child,5.5,152.0,1990,ransom kidnap fosterpar childhero baby-snatch orphanag spoiledchild serialkil johnritter jackwarden michaeloliver dennisdugan dennisdugan dennisdugan Comedy
2711,28597,problem child 2,5.2,101.0,1991,johnritter michaeloliver jackwarden brianlevant brianlevant brianlevant Comedy
2712,22611,little nemo: adventures in slumberland,7.1,36.0,1989,gabrieldamon mickeyrooney reneauberjonois masamihata masamihata masamihata Adventure Animation Family Fantasy
2713,39780,oscar and lucinda,6.2,26.0,1997,minist australia inherit wager womandirector 19thcenturi ralphfiennes cateblanchett ciaránhinds gillianarmstrong gillianarmstrong gillianarmstrong Drama Romance
2714,10396,tequila sunrise,6.0,116.0,1988,restaur drugdeal shadow restaurantown cop bestfriend melgibson kurtrussell j.t.walsh roberttowne roberttowne roberttowne Action Adventure Crime Romance Thriller
2715,9944,the pelican brief,6.3,377.0,1993,judg professor missionofmurd supremecourt juliaroberts denzelwashington samshepard alanj.pakula alanj.pakula alanj.pakula Drama Mystery Thriller Crime
2716,850,a christmas story,7.4,352.0,1983,holiday nostalgia youngboy essay christma 1940s melindadillon darrenmcgavin peterbillingsley bobclark bobclark bobclark Comedy Family
2717,10154,mickey blue eyes,5.3,142.0,1999,newyork marriagepropos fbi mafiaboss mafia hughgrant jamescaan jeannetripplehorn kellymakin kellymakin kellymakin Comedy Crime Romance
2718,10342,teaching mrs. tingle,5.3,94.0,1999,pornographi exam bed graduat finalexam class scholarship suspens motherdaughterrelationship teenmovi tear gym knockedout valedictorian teenagesex schoolbus helenmirren katieholmes jeffreytambor kevinwilliamson kevinwilliamson kevinwilliamson Comedy Thriller
2719,10366,universal soldier: the return,4.2,138.0,1999,supercomput computerprogram destini timebomb jean-claudevandamme kianatom billgoldberg microdgers microdgers microdgers Action Science Fiction
2720,9349,universal soldier,5.8,382.0,1992,vietnam barrag revit report soldier jean-claudevandamme dolphlundgren allywalker rolandemmerich rolandemmerich rolandemmerich Thriller Action Science Fiction Crime
2721,15122,love stinks,5.4,11.0,1999,behindthescen frenchstewart bridgettewilson billbellamy jefffranklin jefffranklin jefffranklin Comedy Romance
2722,10494,perfect blue,7.9,261.0,1997,japan career stalker singer anim femaleprotagonist splitperson anim junkoiwao ricamatsumoto shinpachitsuji satoshikon satoshikon satoshikon Animation Thriller
2724,22314,in too deep,6.3,18.0,1999,omarepps llcoolj nialong michaelrymer michaelrymer michaelrymer Drama Action Thriller Crime
2727,11037,iron eagle,4.8,64.0,1986,"dictat fathersonrelationship govern execut louisgossett,jr. jasongedrick timthomerson sidneyj.furie sidneyj.furie sidneyj.furie Action Thriller War"
2728,11955,iron eagle ii,4.3,17.0,1988,"israel atomicbomb pilot airforc louisgossett,jr. markhumphrey stuartmargolin sidneyj.furie sidneyj.furie sidneyj.furie Action Adventure Drama Thriller"
2729,2038,iron eagle iii,3.6,15.0,1992,"poison pilot dyinganddeath airplan drugsandaddict louisgossett,jr. rachelmclish paulfreeman johnglen johnglen johnglen Action Thriller"
2731,11963,three days of the condor,7.2,234.0,1975,cia offic robertredford fayedunaway cliffrobertson sydneypollack sydneypollack sydneypollack Action Thriller Mystery
2732,141489,hamlet from the lunt-fontanne theatre,6.0,2.0,1964,richardburton humecronyn alfreddrake billcolleran billcolleran billcolleran
2734,9096,medicine man,5.8,114.0,1992,medicin ant research amazon cancer jungl doctor fallinginlov cure seanconnery lorrainebracco joséwilker johnmctiernan johnmctiernan johnmctiernan Adventure
2736,113273,on the ropes,5.0,1.0,1999,womandirector nanetteburstein nanetteburstein nanetteburstein
2738,1911,the 13th warrior,6.4,524.0,1999,witch cave arabian scandinavia bagdad vike iraq war mission antoniobanderas vladimirkulich dennisstorhøi johnmctiernan johnmctiernan johnmctiernan Adventure Fantasy Action
2739,2900,the astronaut's wife,5.5,263.0,1999,wifehusbandrelationship spacetravel space mission pregnanc astronaut johnnydepp charlizetheron joemorton randravich randravich randravich Drama Science Fiction Thriller
2740,17709,dudley do-right,3.8,49.0,1999,basedoncartoon brendanfraser sarahjessicaparker alfredmolina hughwilson hughwilson hughwilson Comedy Family Romance
2741,37718,the muse,5.3,31.0,1999,screenwrit albertbrooks sharonstone andiemacdowell albertbrooks albertbrooks albertbrooks Fantasy Comedy
2744,30964,the lost son,5.8,6.0,1999,suspens danielauteuil nastassjakinski katrincartlidge chrismenges chrismenges chrismenges Mystery Thriller
2747,2162,chill factor,5.3,30.0,1999,cubagoodingjr. skeetulrich peterfirth hughjohnson hughjohnson hughjohnson Action Comedy Thriller
2748,14578,outside providence,5.6,30.0,1999,suicid sex sexual colleg polic campus parti love reveng prank independentfilm student teenag drug humili flashback accid shawnhatosy amysmart alecbaldwin michaelcorrente michaelcorrente michaelcorrente Romance Comedy Drama
2749,40694,bedrooms and hallways,5.9,11.0,1998,gay medit comingout parti independentfilm gayinterest womandirector jamespurefoy harrietwalter jenniferehle rosetroche rosetroche rosetroche Comedy Drama Romance
2751,49184,west beyrouth,8.8,5.0,1998,ramidoueiri naamarsahli mohamadchamas ziaddoueiri ziaddoueiri ziaddoueiri Romance Drama Comedy
2752,10307,stigmata,6.0,248.0,1999,vatican miracl christian faith atheist patriciaarquette gabrielbyrne jonathanpryce rupertwainwright rupertwainwright rupertwainwright Horror
2753,11601,stir of echoes,6.5,334.0,1999,secret obsess paranoia grave hauntedhous hypnosi tool clairvoy murder suspens disappear psychic cemetari ghost neighborhood repressedmemori hearingvoic kevinbacon kathrynerbe illeanadouglas davidkoepp davidkoepp davidkoepp Horror Mystery Thriller
2755,1075,"black cat, white cat",7.7,160.0,1998,gypsi yugoslavia fathersonrelationship cat brothersisterrelationship grandfathergrandsonrelationship bath unexpectedhappi blackmarket russian badluck smallperson superstit teacher money debt bestfriend train wed youth danub anarchiccomedi bajramseverdzhan srđantodorović zabitmemedov emirkusturica emirkusturica emirkusturica Comedy Romance
2756,21719,the minus man,6.4,19.0,1999,owenwilson briancox sherylcrow hamptonfancher hamptonfancher hamptonfancher Drama Thriller
2757,40879,whiteboyz,4.8,4.0,1999,dannyhoch piperperabo dr.dre marclevin marclevin marclevin Comedy Drama Music
2758,47951,the adventures of milo and otis,6.7,54.0,1986,cat fight chicken barn pig surviv dog dudleymoore kyokokoizumi milo masanorihata masanorihata masanorihata Adventure Drama Family
2759,43832,only angels have wings,7.0,47.0,1939,pilot southamerica oldflam carygrant jeanarthur richardbarthelmess howardhawks howardhawks howardhawks Action Adventure Drama Romance
2760,47697,othello,6.5,35.0,1951,shakespear wifehusbandrelationship victim love murder interracialmarriag tragiclov handkerchief resent jealoushusband orsonwelles micheálmacliammóir robertcoote orsonwelles orsonwelles orsonwelles Drama Romance
2761,49792,queens logic,5.7,6.0,1991,friendship queensnewyorkc kevinbacon jamieleecurtis lindafiorentino steverash steverash steverash Comedy Drama
2762,77064,public access,5.5,3.0,1993,ronmarquette burtwilliams leighhunt bryansinger bryansinger bryansinger Drama Thriller
2763,26522,a soldier's story,6.2,54.0,1984,racist black reveng bootcamp basedonplayormus deadsoldi flashback militarylaw howardrollins adolphcaesar artevans normanjewison normanjewison normanjewison Drama Mystery War
2764,23761,alice sweet alice,6.4,58.0,1976,singlepar churchservic burnedal psychopathickil proto-slash lindamiller mildredclinton paulae.sheppard alfredsole alfredsole alfredsole Horror Mystery Thriller
2766,42114,nightmares,5.4,23.0,1983,videogam monster supernatur truck antholog urbanlegend priest serialkil scientist maniac demon animalattack cristinaraines emilioestevez lancehenriksen josephsargent josephsargent josephsargent Science Fiction Horror
2767,28295,i saw what you did,5.8,11.0,1965,malenud basedonnovel nuditi murder neighbor slumberparti teenag stab pranktelephonecal joancrawford johnireland leiferickson williamcastle williamcastle williamcastle Horror Mystery Thriller
2768,12105,yellow submarine,7.1,114.0,1968,submarin fabfour music thebeatl paulangelis johnlennon paulmccartney georgedunning georgedunning georgedunning Animation Fantasy Music
2769,14,american beauty,7.9,3438.0,1999,malenud femalenud adulteri parentchildrelationship midlifecrisi comingout firsttim camcord virgin nuditi filmmak estateag satir loneli darkcomedi suburbia comingofag marijuana exercis bittersweet affair kevinspacey annettebening thorabirch sammendes sammendes sammendes Drama
2770,24128,stop making sense,8.7,47.0,1984,concert davidbyrne tinaweymouth chrisfrantz jonathandemme jonathandemme jonathandemme Documentary Music
2771,11001,blue streak,6.1,359.0,1999,robberi diamant policeoper policeeverydaylif thief policeoffic policest martinlawrence lukewilson davechappelle lesmayfield lesmayfield lesmayfield Action Comedy Crime
2772,10390,for love of the game,6.3,88.0,1999,basebal trainer career legend train sport kevincostner kellypreston johnc.reilly samraimi samraimi samraimi Drama Romance
2773,9453,caligula,5.3,147.0,1979,itali assassin rape sexual romanempir orgi emperor roman sadism ancientrom marriag insan punish unsimulatedsex brutal lust eroticmovi malcolmmcdowell teresaannsavoy helenmirren tintobrass tintobrass tintobrass Drama History Romance
2774,704,a hard day's night,7.3,172.0,1964,adolesc cultureclash pressconfer behindthescen policechas mockumentari oldermanyoungerwomanrelationship shave thebeatlessong railwayst perform psychotron generationgap johnlennon paulmccartney georgeharrison richardlester richardlester richardlester Comedy Music
2775,35122,splendor,5.5,14.0,1999,menageatroi kathleenrobertson mattkeeslar kellymacdonald greggaraki greggaraki greggaraki Comedy
2777,24153,the buddy holly story,7.5,33.0,1978,discjockey star affect fromragstorich airplanecrash priceoffam blizzard garybusey donstroud charlesmartinsmith steverash steverash steverash Drama
2778,11797,fright night,6.9,279.0,1985,virgin vampir transform supernaturalpow undead nightclub liftingpersoninair werewolf mothersonrelationship chrissarandon williamragsdale amandabearse tomholland tomholland tomholland Horror
2779,18086,fright night part 2,6.4,81.0,1988,roddymcdowall williamragsdale tracilind tommyleewallace tommyleewallace tommyleewallace Comedy Horror
2780,124475,la séparation,5.4,7.0,1994,isabellehuppert danielauteuil karinviard christianvincent christianvincent christianvincent Drama Foreign
2781,17887,barefoot in the park,6.9,105.0,1967,love lawyer conserv newyorkc apart robertredford janefonda charlesboyer genesaks genesaks genesaks Comedy Romance
2782,10669,deliverance,7.2,441.0,1972,strang wound wilder cano raft hillbilli jonvoight burtreynolds nedbeatty johnboorman johnboorman johnboorman Drama Adventure Thriller
2783,11527,excalibur,7.1,241.0,1981,holygrail lovetriangl england propheci rape sex adulteri witch mytholog magic fog castl knight vision tournament duel battl incest wizard affair swordandsorceri nigelterry helenmirren nicholasclay johnboorman johnboorman johnboorman Fantasy Adventure
2785,40867,the pajama game,6.3,12.0,1957,music dorisday johnraitt carolhaney georgeabbott georgeabbott georgeabbott Comedy Music
2786,1049,sommersby,6.0,82.0,1993,southernusa wifehusbandrelationship amnesia warveteran return villagelif deathpenalti gallow violenthusband suspicionofmurd courtcas deathsent sentenc falseident one-sidedlov wife peasant lossofhusband villag agricultur war violenc jodiefoster richardgere billpullman jonamiel jonamiel jonamiel Drama Thriller Mystery Romance
2787,28032,thumbelina,6.1,117.0,1994,basedonfairytal jodibenson ginoconforti barbaracook garygoldman garygoldman garygoldman Animation Drama Family Fantasy
2788,11326,tommy,6.5,69.0,1975,christmasparti music christmastre mute midnightmovi rockopera blind oliverreed ann-margret rogerdaltrey kenrussell kenrussell kenrussell Drama Music
2789,28377,hell night,5.6,32.0,1981,hauntedhous colleg abandonedhous serialkil slasher ghost fraternityiniti screamqueen collegestud lindablair vincevanpatten peterbarton tomdesimone tomdesimone tomdesimone Horror
2790,10975,armour of god ii: operation condor,7.0,109.0,1991,gold nazi wilder treasurehunt jackiechan carolcheng evacobo jackiechan jackiechan jackiechan Action Adventure Crime Thriller
2791,10974,armour of god,6.8,111.0,1986,africa sword auction jackiechan alantam rosamundkwan jackiechan jackiechan jackiechan Adventure Action Comedy
2792,10398,double jeopardy,6.2,282.0,1999,prison sailboat sailingtrip neworlean women'sprison probat murderhunt tommyleejones ashleyjudd brucegreenwood bruceberesford bruceberesford bruceberesford Crime Drama Mystery Thriller
2793,2290,jakob the liar,6.1,91.0,1999,jewri jewishlif jewishghetto robinwilliams arminmueller-stahl hannahtaylor-gordon peterkassovitz peterkassovitz peterkassovitz Comedy Drama History
2794,24071,mumford,6.3,27.0,1999,lorendean hopedavis jasonlee lawrencekasdan lawrencekasdan lawrencekasdan Comedy Drama Romance
2795,62994,dog park,5.8,4.0,1998,natashahenstridge lukewilson janeanegarofalo brucemcculloch brucemcculloch brucemcculloch Romance Comedy
2796,60994,guinevere,5.9,9.0,1999,photograph dysfunctionalfamili independentfilm oldermanyoungerwomanrelationship bohemian protégé womandirector sarahpolley stephenrea jeansmart audreywells audreywells audreywells Drama Romance
2797,16112,the adventures of elmo in grouchland,6.3,14.0,1999,kevinclash mandypatinkin vanessawilliams garyhalvorson garyhalvorson garyhalvorson Family
2798,32305,simon sez,3.6,17.0,1999,dennisrodman danecook johnpinette kevinelders kevinelders kevinelders Action Comedy Thriller
2799,14429,drive me crazy,5.8,62.0,1999,highschool prom melissajoanhart stephencollins adriangrenier johnschultz johnschultz johnschultz Drama Comedy Romance Family
2800,15198,"mystery, alaska",6.0,71.0,1999,sport icehockey russellcrowe hankazaria marymccormack jayroach jayroach jayroach Drama Comedy
2801,6415,three kings,6.6,709.0,1999,gold gulfwar threek iraq kuwait rescu interracialrelationship treasuremap soldier u.s.soldi goldtheft emergencysurgeri minefield georgeclooney markwahlberg icecube davido.russell davido.russell davido.russell Action Adventure Comedy
2802,24066,"happy, texas",5.5,39.0,1999,smalltown texa conman fraud independentfilm mistakenident inthecloset fishoutofwat escapedconvict stolenident smalltownsheriff ruse beautypag gaycoupl stevezahn williamh.macy jeremynortham markillsley markillsley markillsley Comedy Crime
2803,21430,new rose hotel,5.0,24.0,1998,femalenud nuditi independentfilm cyberpunk skinnydip sexscen nearfutur christopherwalken willemdafoe asiaargento abelferrara abelferrara abelferrara Drama Science Fiction Mystery
2804,10381,plunkett & macleane,6.1,49.0,1999,railroadrobb robberi victorianengland thief jonnyleemiller robertcarlyle livtyler jakescott jakescott jakescott Drama Action Comedy
2805,171982,romance,0.0,0.0,2012,brianallard amberarrigotti robynnhayek andymingo andymingo andymingo Romance Drama Comedy
2808,5622,and the ship sails on,7.0,22.0,1983,cruis boataccid ship war independentfilm freddiejones barbarajefford fredwilliams federicofellini federicofellini federicofellini Comedy Drama Foreign Music
